|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset      |
|00035384042|2009-11-12 07:02:00|    91.78300|    91.78300|    91.77200|   183.78600|   367.78200|   266.78700|    1.96700| 1115.50800|1.882 (PKS 0528+134)|
|00035384090|2012-02-22 14:14:00|    91.77200|    91.73900|    91.77200|   183.78600|   367.78200|   226.45100|    0.00000| 1078.07300|1.907 (PKS 0528+134)|
|00035384025|2008-10-25 19:11:01|     0.00000|     0.00000|     0.00000|  1805.95700|     0.00000|     0.00000|    0.00000| 1806.96700|1.942 (PKS 0528+134)|
|00035384081|2011-12-25 15:22:06|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|  101.26700|    0.00000|1.950 (PKS 0528+134)|
|00035384085|2012-01-22 22:02:00|    66.77100|    66.78200|    66.74900|   132.78100|   266.76500|   239.61300|    0.00000|  865.01400|1.989 (PKS 0528+134)|
|00035384071|2011-02-26 03:28:16|   106.78800|   106.76600|     0.00000|   213.76300|   344.47000|     0.00000|    0.00000|  787.29000|2.003 (PKS 0528+134)|
|00035384021|2008-10-13 03:40:00|  1721.35600|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.00000| 1704.04500|2.006 (PKS 0528+134)|
|00035384128|2014-12-28 10:14:59|    82.78000|    82.78000|    82.76900|   165.71400|   332.77500|   234.47200|    0.00000| 1007.93200|2.013 (PKS 0528+134)|
|00035384001|2006-03-27 23:59:00|   283.27000|   168.30700|   287.57300|   578.64400|  1192.39400|   866.66900|   15.91300| 3405.46400|2.017 (PKS 0528+134)|
|00035384024|2008-10-24 17:37:10|     0.00000|     0.00000|     0.00000|  1561.71000|     0.00000|     0.00000|    0.00000| 1554.49900|2.028 (PKS 0528+134)|
|00035384030|2008-11-09 14:15:01|     0.00000|     0.00000|     0.00000|  1189.72400|     0.00000|     0.00000|    7.13200| 1180.92300|2.069 (PKS 0528+134)|
|00035384070|2011-02-19 23:37:00|    91.77200|    91.77200|    91.78300|   183.75300|   367.76000|   260.01300|    0.00000| 1110.73300|2.082 (PKS 0528+134)|
|00035384028|2008-10-28 21:02:01|     0.00000|     0.00000|     0.00000|  1750.41700|     0.00000|     0.00000|    0.00000| 1745.06700|2.121 (PKS 0528+134)|
|00035384087|2012-02-05 21:11:00|    48.77700|    48.77700|    48.77700|    97.76300|   194.77500|   126.26100|    0.00000|  588.19300|2.163 (PKS 0528+134)|
|00035384050|2010-02-18 14:40:59|    81.77600|    81.76500|    81.77600|   163.77300|   327.76600|   220.89000|    1.97000|  980.35100|2.169 (PKS 0528+134)|
|00035384133|2015-02-09 00:56:58|    81.76500|    81.76500|    81.77600|   164.77700|   329.77400|   256.50400|    0.00000| 1020.47000|2.183 (PKS 0528+134)|
|00035384143|2016-01-03 06:46:57|    74.54900|    74.53800|    74.54900|   150.54400|   301.55200|   167.56800|    0.00000|  894.32400|2.236 (PKS 0528+134)|
|00035384142|2015-12-27 00:41:58|    94.60700|    94.55200|    94.55200|   189.53500|   379.55500|   281.77000|    0.00000| 1185.27400|2.239 (PKS 0528+134)|
|00035384074|2011-11-06 19:50:00|   115.55900|   115.54800|   115.55900|   231.53700|   463.54800|   337.14400|    0.00000| 1430.46300|2.286 (PKS 0528+134)|
|00035384093|2012-11-11 04:55:59|    71.78000|    71.76900|    71.78000|   143.75900|   288.76500|   245.01900|    0.00000|  917.66700|2.300 (PKS 0528+134)|
|00035384086|2012-01-29 01:14:00|    83.50800|    83.54100|    83.55200|   167.52400|   335.53300|   169.25600|    0.04900|  971.80900|2.312 (PKS 0528+134)|
|00035384006|2006-04-12 03:12:01|   205.95200|   205.99600|   179.18600|   422.91400|   805.98800|   402.26000|   36.97500| 2528.68200|2.358 (PKS 0528+134)|
|00035384005|2006-04-11 01:30:01|   486.69500|   486.67300|   486.61800|   978.59800|  1959.67900|  1318.23600|   20.36000| 5848.36600|2.366 (PKS 0528+134)|
|00080983001|2019-01-26 05:04:36|   133.76300|   133.77400|   133.76300|   266.77600|  4107.47900|   426.43300|   17.35800| 5210.15400|2.381 (PKS 0528+134)|
|00035384120|2014-02-16 11:37:59|    88.77100|    88.77100|    88.77100|   177.76200|   356.78300|   251.41800|    0.00000| 1078.13800|2.402 (PKS 0528+134)|
|00035384119|2014-02-11 22:46:59|    81.76500|    81.77600|    81.76500|   164.76600|   329.77400|   254.80500|    0.00000| 1020.46800|2.412 (PKS 0528+134)|
|00035384047|2010-01-07 02:37:00|    81.76500|    81.77600|    81.77600|   163.78400|   327.77700|   201.19600|    0.00000|  962.80300|2.414 (PKS 0528+134)|
|00035384008|2008-09-23 02:54:01|   163.55200|   163.56300|   163.55200|   327.54500|   655.57600|   469.15300|    0.00000| 1993.29400|2.475 (PKS 0528+134)|
|00035384107|2013-02-17 23:42:59|    72.77300|    72.78400|    72.78400|   145.77800|   291.77700|   272.89900|    0.00000|  955.27800|2.482 (PKS 0528+134)|
|00035384115|2013-12-29 06:35:58|    21.77900|    17.76300|     0.00000|    43.76800|     0.00000|     0.00000|    0.00000|   93.08800|2.491 (PKS 0528+134)|
|00035384056|2010-11-09 06:34:01|   121.73700|   121.77000|   121.77000|   243.76100|   487.77600|   252.04700|    0.00000| 1376.50600|2.520 (PKS 0528+134)|
|00035384102|2013-01-13 11:11:59|    86.78500|    86.77400|    86.77400|   173.76900|   347.78000|   252.09100|    0.00000| 1060.59100|2.528 (PKS 0528+134)|
|00035384118|2014-01-26 14:57:59|   130.31000|   130.32100|   130.31000|   261.30400|   523.32400|   319.69000|    0.00000| 1570.52300|2.555 (PKS 0528+134)|
|00035384124|2014-11-30 20:44:59|    90.77900|    90.77900|    90.77900|   180.76300|   362.77300|   258.45700|    0.00000| 1098.17400|2.565 (PKS 0528+134)|
|00035384065|2011-01-14 07:49:00|   106.77700|   106.77700|   106.77700|   213.78500|   427.77900|   318.45400|    0.00000| 1306.30900|2.569 (PKS 0528+134)|
|00035384037|2009-01-12 20:15:00|   103.48900|   103.55500|   103.50000|   207.52900|   415.55500|   271.79600|   23.17100| 1228.56800|2.598 (PKS 0528+134)|
|00035384108|2013-02-24 13:09:59|    86.78500|    86.76300|    86.76300|   173.76800|   347.78000|   262.98100|    0.00000| 1070.61800|2.606 (PKS 0528+134)|
|00035384039|2009-01-24 16:37:17|    36.77300|    36.75100|     0.00000|    95.85400|    18.18200|     0.00000|    7.14500|  198.05800|2.607 (PKS 0528+134)|
|00035384060|2010-12-11 05:02:00|    81.77600|    81.76500|    81.76500|   163.76200|   327.77700|   220.74700|    0.00000|  982.85900|2.712 (PKS 0528+134)|
|00035384031|2008-11-12 17:30:01|     0.00000|     0.00000|     0.00000|  2196.91900|     0.00000|     0.00000|    3.93700| 2191.02000|2.737 (PKS 0528+134)|
|00035384034|2008-12-06 17:58:00|    81.77600|    81.76500|    81.75400|   163.76200|   327.77700|   185.53000|   14.77100|  970.32300|2.754 (PKS 0528+134)|
|00035384104|2013-01-27 10:12:59|    89.55400|    89.64200|    89.55400|   179.52800|   361.56000|   217.54700|    0.00000| 1076.45400|2.755 (PKS 0528+134)|
|00035384091|2012-02-26 17:31:00|    88.78200|    88.77100|    88.74900|   178.76600|   356.78300|   274.31200|    0.00000| 1100.70300|2.761 (PKS 0528+134)|
|00035384131|2015-01-18 07:46:58|    76.87700|    76.77800|    76.78900|   153.77700|   307.76300|   205.29000|    0.00000|  922.68700|2.802 (PKS 0528+134)|
|00035384068|2011-02-05 20:59:59|     0.00000|     0.00000|     0.00000|   134.95500|     0.00000|     0.00000|    0.14100|  137.89200|2.841 (PKS 0528+134)|
|00035384117|2014-01-19 16:15:59|    76.77800|    76.77800|    76.76700|   153.76600|   307.73000|   266.01500|    0.00000|  985.36900|2.889 (PKS 0528+134)|
|00035384130|2015-01-11 04:52:14|    87.77800|    87.77800|    87.76700|   175.75400|   352.76700|   201.07500|    0.00000| 1018.17500|2.955 (PKS 0528+134)|
|00035384063|2011-01-01 06:36:00|    96.75900|    96.77000|    96.77000|   193.77100|   387.78500|   292.57100|    0.00000| 1190.96900|3.015 (PKS 0528+134)|
|00035384033|2008-11-28 14:35:01|     0.00000|     0.00000|     0.00000|  1007.55900|     0.00000|     0.00000|    9.08000|  997.79700|3.060 (PKS 0528+134)|
|00035384022|2008-10-22 17:21:00|     0.00000|     0.00000|     0.00000|  2465.83600|     0.00000|     0.00000|    0.00000| 2471.54200|3.064 (PKS 0528+134)|
|00035384103|2013-01-20 01:42:59|    89.53200|    89.51000|    89.55400|   178.52400|   357.55500|   327.54500|    0.00000| 1180.00900|3.090 (PKS 0528+134)|
|00035384144|2016-01-10 14:12:58|    38.73700|    38.77000|    38.78100|    77.76000|   156.77800|    82.08500|    0.00000|  456.32400|3.106 (PKS 0528+134)|
|00035384007|2006-04-21 04:05:01|   263.55400|   263.56500|   126.76800|   527.55000|   886.52800|   339.99100|    9.26400| 2441.68400|3.237 (PKS 0528+134)|
|00035384121|2014-11-07 09:47:59|    79.76800|    79.75700|    79.76800|   158.76400|   317.77000|   267.09600|    0.00000| 1008.02000|3.288 (PKS 0528+134)|
|00035384043|2009-11-19 01:46:00|    85.42800|    85.31800|    85.31800|   171.30800|   343.33400|   188.93900|   17.63200| 1012.51900|3.326 (PKS 0528+134)|
|00035384097|2012-12-09 12:50:59|    72.87200|    72.77300|    72.77300|   145.75600|   292.78100|   253.12800|    0.00000|  935.22200|3.379 (PKS 0528+134)|
|00035384126|2014-12-15 10:26:58|    70.87500|    70.77600|    70.76500|   140.76900|   282.77400|   232.54100|    0.00000|  895.10400|3.465 (PKS 0528+134)|
|00035384129|2015-01-05 16:20:59|   105.77300|   105.87200|   105.77300|   210.76200|   421.77700|   336.91200|    0.00000| 1313.18000|3.474 (PKS 0528+134)|
|00035384077|2011-11-27 04:55:00|   110.56100|   110.55000|   110.56100|   221.53000|   445.50900|   405.37200|    0.08700| 1456.73500|3.513 (PKS 0528+134)|
|00035384139|2015-11-29 23:29:57|    71.56000|    71.51500|    71.53700|   143.52700|   287.54000|   294.67800|    0.00700|  986.21600|3.532 (PKS 0528+134)|
|00035384084|2012-01-16 06:44:00|    85.77000|    85.78100|    85.77000|   172.76400|   344.77900|   276.69500|    0.00000| 1078.14100|3.544 (PKS 0528+134)|
|00035384038|2009-01-17 19:04:00|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|     0.00000|    0.90300|    0.00000|3.712 (PKS 0528+134)|
|00035384145|2016-01-17 04:10:58|    31.77500|    31.77500|    31.76400|    64.76300|   129.75800|   118.89100|    0.05000|  433.15900|3.803 (PKS 0528+134)|
|00035384123|2014-11-24 06:13:58|    65.77800|    65.77800|    65.75600|   132.75900|   265.78300|   180.48800|    0.00000|  799.82800|3.823 (PKS 0528+134)|
|00035384112|2013-12-01 02:54:58|    82.54800|    82.54800|    82.54800|   167.52400|   333.55800|   258.91000|    0.06800| 1052.19200|3.859 (PKS 0528+134)|
|00035384138|2015-11-23 12:29:57|    79.77900|    79.77900|    79.76800|   160.77200|   321.77500|   254.22100|    0.00000| 1002.92100|3.895 (PKS 0528+134)|
|00035384137|2015-11-15 09:49:58|    81.77600|    81.77600|    81.77600|   163.76200|   328.78100|   259.90300|    0.00000| 1022.97600|3.948 (PKS 0528+134)|
|00035384109|2013-11-03 02:04:59|   118.53800|   118.53800|   118.54900|   237.52800|   475.54100|   276.27500|    0.00000| 1394.04400|3.958 (PKS 0528+134)|
